Time,Plasmact,H-alpha,Mirnov,DeltaR,SXR
-11.07999897,-0.003804547,-0.01708,0.092720002,-10.52931404,0.026839999
-11.05999947,-0.003804547,-0.00732,0.092723492,-10.52931404,0.026839999
-11.03999901,-0.003804547,-0.039039999,0.104919767,-10.52931404,0.026839534
-11.0199995,-0.003804547,0.00244,0.102476505,-10.52931404,0.021961163
-10.99999905,-0.003804547,-0.0122,0.087839533,-10.52931404,0.026839999
-10.97999954,-0.003804547,-0.0244,0.078083257,-10.52931404,0.026839999
-10.95999908,-0.003804547,0,0.095165584,-10.52931404,0.026839069
-10.93999958,-0.003804547,-0.026839999,0.109799298,-10.52931404,0.02439965
-10.91999912,-0.003804547,-0.00488,0.104913486,-10.52931404,0.021960814
-10.89999962,-0.003804547,-0.02196,0.085400698,-10.52931404,0.0244
-10.87999916,-0.003804547,-0.0122,0.092722794,-10.52931404,0.024401395
-10.85999966,-0.003804547,-0.00976,0.102479994,-10.52931404,0.02927965
-10.8399992,-0.003804547,0.01952,0.10247476,-10.52931404,0.021958836
-10.81999969,-0.003804547,-0.02196,0.080519997,-10.52931404,0.01708
-10.79999924,-0.003804547,-0.039039999,0.078085584,-10.52931404,0.019521396
-10.77999973,-0.003451277,0.029279999,0.107355927,-9.857952777,0.026838371
-10.75999928,-0.003097991,-0.043919999,0.095160698,-9.1865595,0.021960698
-10.73999977,-0.002744722,-0.026839999,0.100036507,-8.515198236,0.026839302
-10.71999931,-0.002391436,-0.00976,0.087840231,-7.843804958,0.0244
-10.69999886,-0.00203815,0.00976,0.090280694,-7.17241168,0.024399302
-10.67999935,-0.001684881,-0.02196,0.0927207,-6.501050416,0.02196
-10.65999889,-0.001331595,-0.02196,0.10735709,-5.829657139,0.021960581
-10.63999939,-0.000978325,0.00976,0.09516,-5.158295875,0.0244
-10.61999893,-0.000625039,-0.02196,0.082958598,-4.486902597,0.021959534
-10.59999943,-0.00027177,0.00976,0.075652214,-3.815541333,0.019521628
-10.57999897,0.000516309,0.00732,0.112235463,-4.140853157,0.02439965
-10.55999947,0.001304371,-0.041479997,0.080520695,-4.466196994,0.021960698
-10.53999901,0.002092471,0,0.082960227,-4.791556345,0.0244
-10.5199995,0.002880533,-0.041479997,0.085404653,-5.116900182,0.0244
-10.49999905,0.003668632,0.01708,0.104919418,-5.442259533,0.024399883
-10.47999954,0.004456694,-0.046360001,0.092717675,-5.767603371,0.021961396
-10.45999908,0.005244794,-0.026839999,0.080523719,-6.092962722,0.029279069
-10.43999958,0.006032856,-0.00244,0.090281742,-6.418306559,0.02683965
-10.41999912,0.006820956,-0.01464,0.102478366,-6.74366591,0.024401628
-10.39999962,0.007609018,0,0.097600231,-7.069009747,0.029280232
-10.37999916,0.008397133,-0.00732,0.100036507,-6.526851114,0.031720695
-10.35999966,0.00918521,-0.046360001,0.087840231,-5.984635597,0.034159767
-10.3399992,0.009973324,-0.01464,0.092723492,-5.442394225,0.029277673
-10.31999969,0.010761402,-0.01708,0.107359998,-4.900178708,0.01952
-10.29999924,0.011549516,-0.0122,0.082959064,-4.357937336,0.021961396
-10.27999973,0.012337593,-0.01464,0.078084884,-3.815721819,0.029280814
-10.25999928,0.013125708,-0.01708,0.092720002,-3.273480447,0.031719648
-10.23999977,0.013913785,-0.046360001,0.0927207,-2.73126493,0.029275114
-10.21999931,0.0147019,-0.0122,0.095160233,-2.189023558,0.012202094
-10.19999886,0.015489932,-0.026839999,0.0975993,-1.646779699,0.034159999
-10.17999935,0.015408408,-0.053679999,0.09516,-1.078485316,0.034159418
-10.15999889,0.015326881,-0.00732,0.095162908,-0.510163834,0.02196
-10.13999939,0.015245357,0.00976,0.107359998,0.058130549,0.02196
-10.11999893,0.01516383,-0.01464,0.109794876,0.626452031,0.021959534
-10.09999943,0.015082306,-0.0122,0.082961623,1.194746414,0.019520814
-10.07999897,0.015000779,-0.0122,0.087841395,1.763067896,0.021960349
-10.05999947,0.014919255,-0.031719998,0.097601394,2.331362278,0.024403489
-10.03999901,0.014837728,-0.0244,0.102479994,2.89968376,0.036600001
-10.0199995,0.014756204,-0.01952,0.102482321,3.467978143,0.036598256
-9.999999046,0.014674656,-0.01708,0.112239652,4.036219716,0.02927965
-9.979999542,0.014158339,-0.01708,0.104918603,2.928735637,0.02196
-9.959999084,0.013641998,-0.01464,0.097599068,1.821198749,0.02196093
-9.93999958,0.013125681,-0.00976,0.095162793,0.713714671,0.0244
-9.919999123,0.01260934,-0.01952,0.114679185,-0.393822217,0.024399185
-9.899999619,0.012093023,-0.01708,0.112238838,-1.501306295,0.02196
-9.879999161,0.011576682,-0.01464,0.100037204,-2.608843184,0.02196
-9.859999657,0.011060366,-0.00244,0.090280811,-3.716327262,0.021960232
-9.839999199,0.010544024,-0.046360001,0.107362906,-4.82386415,0.026839418
-9.819999695,0.010027708,-0.070759997,0.119559996,-5.931348228,0.0244
-9.799999237,0.009511366,-0.029279999,0.107359998,-7.038885117,0.02196
-9.779999733,0.008560257,-0.01708,0.107355112,-5.734909029,0.021959185
-9.759999275,0.007609102,-0.046360001,0.092721398,-4.430870762,0.019521047
-9.739999771,0.006657993,-0.00732,0.102478598,-3.126894675,0.026839302
-9.719999313,0.005706838,0,0.09760186,-1.822856407,0.024399767
-9.699998856,0.004755683,-0.031719998,0.117118602,-0.51881814,0.021960698
-9.679999352,0.003804574,-0.00976,0.112239071,0.785157947,0.024399883
-9.659998894,0.002853419,0.00976,0.092720584,2.089196215,0.02196
