Time,Plasmact,H-alpha,Mirnov,DeltaR,SXR
80.33999634,-7.045506027,-0.00488,0.131760001,31.34054996,0.01952
80.36000061,-7.045551954,0.01708,0.124439999,31.33031433,0.01952
80.37999725,-7.045597863,-0.0244,0.124432555,31.3200826,0.026838138
80.40000153,-7.045643789,-0.01464,0.104919069,31.30984697,0.02196
80.41999817,-7.045689606,-0.01708,0.102479994,31.3254988,0.02196
80.44000244,-7.045735441,-0.00488,0.09516,31.34116648,0.0244
80.45999908,-7.045781258,-0.034159999,0.107354414,31.35682819,0.024397208
80.47999573,-7.045827075,-0.00976,0.092720002,31.37248991,0.01708
80.5,-7.045872909,0.00976,0.100039996,31.38815759,0.02196
80.51999664,-7.045918726,0.01952,0.100037204,31.4038193,0.024399069
80.54000092,-7.045964561,0.00244,0.09271721,31.41948699,0.021958138
80.55999756,-7.046010378,-0.00244,0.0854,31.4351487,0.01708
80.58000183,-7.046056212,-0.02196,0.090279996,31.45081638,0.02196
80.59999847,-7.046102029,-0.01708,0.080518135,31.46647809,0.02196
80.61999512,-7.046147894,-0.01464,0.07564,31.48886553,0.02196
80.63999939,-7.046193776,-0.0122,0.068319999,31.51126407,0.0244
80.65999603,-7.046239641,-0.01952,0.080523719,31.53365407,0.019521861
80.68000031,-7.046285523,-0.01952,0.090279066,31.55605261,0.024399069
80.69999695,-7.046331388,-0.00732,0.087839998,31.57844261,0.02196
80.72000122,-7.04637727,-0.0122,0.0854,31.60084116,0.01952
80.73999786,-7.046423135,-0.01952,0.075641862,31.62323116,0.01952
80.76000214,-7.046469017,-0.01708,0.080519997,31.6456297,0.019519069
80.77999878,-7.046514882,-0.02196,0.080519997,31.6680197,0.01708
80.79999542,-7.046560747,-0.0122,0.104915347,31.6904097,0.02196
80.81999969,-7.046606581,-0.00976,0.092720002,31.64132715,0.02196093
80.83999634,-7.046652398,-0.00976,0.092720002,31.59223605,0.0244
80.86000061,-7.046698233,-0.01464,0.073200002,31.54312623,0.01952
80.87999725,-7.04674405,-0.00976,0.065885584,31.49403513,0.02196
80.90000153,-7.046789885,-0.00732,0.080520927,31.44492531,0.02196
80.91999817,-7.046835702,-0.02196,0.082959995,31.39583421,0.02196
80.94000244,-7.046881536,-0.00976,0.0854,31.34672439,0.0244
80.95999908,-7.046927353,-0.00244,0.080516274,31.29763329,0.090259523
80.97999573,-7.04697317,-0.00488,0.070759997,31.2485422,0.036600001
81,-7.047019005,-0.00976,0.07564,31.19943237,0.036600001
81.01999664,-7.04706487,-0.00976,0.087841859,31.12462804,0.031719998
81.04000092,-7.047110752,-0.01708,0.09271628,31.04979516,0.031716275
81.05999756,-7.047156617,-0.00976,0.082959995,30.97499083,0.02196
81.08000183,-7.047202499,-0.041479997,0.070759997,30.90015796,0.02196
81.09999847,-7.047248363,-0.048799999,0.068323721,30.82535362,0.039039999
81.11999512,-7.047294228,-0.0244,0.078079998,30.75054929,0.039039999
81.13999939,-7.04734011,-0.00488,0.090279996,30.67571641,0.036600001
81.15999603,-7.047385975,-0.070759997,0.070761858,30.60091208,0.01952
81.18000031,-7.047431857,-0.00976,0.075641862,30.52607921,0.019521861
81.19999695,-7.047477722,-0.034159999,0.080519997,30.45127487,0.0244
81.22000122,-7.048393342,0,0.082959995,30.25852811,0.0244
81.23999786,-7.049308612,0.00488,0.078077207,30.06585485,0.024399069
81.26000214,-7.050224231,-0.053679999,0.07076558,29.87310809,0.02196
81.27999878,-7.051139501,-0.026839999,0.0854,29.68043483,0.02196
81.29999542,-7.052054771,0.00488,0.090280927,29.48776158,0.039038138
81.31999969,-7.052970391,0.00976,0.09271628,29.29501481,0.034159999
81.33999634,-7.053885661,0.00976,0.082959995,29.10234156,0.034159999
81.36000061,-7.05480128,0,0.117119998,28.90959479,0.039039999
81.37999725,-7.05571655,-0.02196,0.087834415,28.71692153,0.031719998
81.40000153,-7.05663217,-0.02196,0.073202794,28.52417477,0.031716275
