Time,Plasmact,H-alpha,Mirnov,DeltaR,SXR
-11.07999897,0.079148151,0.00488,-0.00976,-8.481383324,0.0244
-11.05999947,0.079148151,-0.00732,-0.009757208,-8.481383324,0.024401395
-11.03999901,0.079148151,-0.0122,0,-8.481383324,0.029279534
-11.0199995,0.079148151,0.0244,-1.74E-06,-8.481383324,0.024400581
-10.99999905,0.079148151,-0.02196,-0.007320349,-8.481383324,0.026839767
-10.97999954,0.079148151,-0.0244,-0.014635345,-8.481383324,0.021957672
-10.95999908,0.079148151,-0.00976,0.009749763,-8.481383324,0.009765583
-10.93999958,0.079148151,-0.01464,-0.017082094,-8.481383324,0.024401396
-10.91999912,0.079148151,-0.056120001,-0.031706155,-8.481383324,0.034156742
-10.89999962,0.079148151,0.0244,0.009757207,-8.481383324,0.024400232
-10.87999916,0.079148151,-0.00732,-0.019514416,-8.481383324,0.026839999
-10.85999966,0.079148151,-0.031719998,1.16E-07,-8.481383324,0.02683965
-10.8399992,0.079148151,0.00732,0.002438255,-8.481383324,0.019521163
-10.81999969,0.079148151,-0.00976,-0.00488,-8.481383324,0.0244
-10.79999924,0.079148151,0.00244,-0.004880465,-8.481383324,0.0244
-10.77999973,0.079830912,-0.029279999,-0.007315929,-90.02926998,0.0244
-10.75999928,0.080513706,0.0122,0.004876858,-171.5810452,0.02439965
-10.73999977,0.081196468,0,-0.017073718,-253.1289319,0.021961395
-10.71999931,0.081879262,-0.01952,0.004879302,-334.6807072,0.026839534
-10.69999886,0.082562055,0.01464,-0.002441396,-416.2324824,0.021961395
-10.67999935,0.083244817,-0.00976,-0.007319651,-497.7803691,0.026839999
-10.65999889,0.083927611,0.00732,-1.16E-06,-579.3321444,0.026839999
-10.63999939,0.084610372,-0.01464,-0.00488,-660.880031,0.026839999
-10.61999893,0.085293166,0.00732,-0.004878603,-742.4318063,0.0244
-10.59999943,0.085975927,-0.00976,0.00244,-823.9796929,0.024401628
-10.57999897,0.086658721,-0.01952,0.002439302,-741.5513533,0.029278254
-10.55999947,0.087341481,0.00732,-0.002439302,-659.119125,0.017078604
-10.53999901,0.088024274,-0.01464,-2.33E-07,-576.6829659,0.012200698
-10.5199995,0.088707035,-0.00732,-0.00244,-494.2507376,0.019520581
-10.49999905,0.089389828,-0.01708,-0.002439767,-411.8145786,0.021960116
-10.47999954,0.090072589,-0.0122,0.002439069,-329.3823503,0.024399534
-10.45999908,0.090755382,0,-0.002441861,-246.9461912,0.021961861
-10.43999958,0.091438142,-0.00732,-0.007317905,-164.5139629,0.026838603
-10.41999912,0.092120936,0,0.007321628,-82.07780386,0.017081628
