Actual TTD,Predicted TTD
51.91999893,52.220757
0.0,0.35560322
36.24000092,28.173958
58.93999985,69.448715
46.30000076,47.923454
0.0,-0.052933216
0.0,-0.0149617195
32.46000168,24.396307
66.27999802,67.407166
0.0,-0.029968739
8.51999847,7.7390676
39.91999878,52.643944
17.70000198,15.407468
56.49999981,68.09645
36.97999878,43.377075
39.2,30.085936
0.0,0.060145378
0.0,-0.03619528
54.15999924,46.34973
46.53999931,51.48742
0.0,0.40549612
0.0,-0.008043289
0.0,-0.015388966
59.60000122,54.81891
26.09999969,24.4092
0.0,-0.052157402
3.52000275,13.739845
0.0,-0.047013283
45.48000061,41.939285
2.18000092,0.17896318
39.62000076,52.210556
0.0,-0.022788048
83.65999901,71.48887
6.44000092,15.817635
68.65999908,55.69895
0.0,-0.05497837
1.46000244,4.261615
0.0,0.4091506
42.46000137,30.598167
24.74000015,21.52807
0.35999908,0.059515476
12.38000214,12.416077
9.29999878,10.901916
6.56000458,12.178594
0.0,-0.037181854
0.0,0.08169985
13.60000168,16.629198
21.67999725,15.193588
18.69999878,16.960709
24.32000458,21.859665
0.0,-0.03649521
77.12000038,69.075615
0.0,39.924347
0.0,0.5553746
18.82000275,21.681194
0.0,-0.023210526
44.74000015,48.70713
31.01999924,32.192924
0.0,-0.12686014
0.0,0.5868683
0.0,-0.056224346
48.50000031,53.87462
43.74000092,38.97268
50.35999947,64.58739
28.56000031,32.613144
48.64000015,61.55001
39.16000214,32.7296
65.3,54.019722
31.25999939,28.93463
67.76000137,63.39605
63.01999927,71.84667
0.0,0.3929777
0.0,-0.0357728
0.0,-0.035184383
11.65999878,14.092061
84.51999931,70.817116
0.0,-0.050306797
34.54000168,39.23709
0.0,-0.1755929
0.0,-0.0030431747
0.0,-0.05085373
32.06000015,30.997665
0.0,-0.052295685
14.07999878,19.474213
0.0,0.101504326
0.0,0.40861702
0.0,0.24257565
19.76000015,19.805868
80.4599987,70.01212
20.78000183,18.761593
35.37999985,22.29424
39.61999969,37.14676
38.28000053,65.38984
0.0,40.75505
12.35999847,25.664942
0.0,0.13493443
59.71999924,55.97856
0.0,1.0354776
50.22000046,37.64505
20.55999939,15.826693
0.0,0.17933464
22.50000488,22.23801
0.0,0.5398412
25.54000244,18.99032
65.5799987,71.52819
91.75999916,70.3144
0.0,0.1099453
6.64000122,20.19942
4.18000153,37.13111
11.78000366,11.110861
6.38000183,16.576384
63.11999969,48.778336
0.0,0.27395916
0.0,-0.051358223
38.28,59.869217
59.00000076,34.515125
40.44000168,46.418404
87.99999981,70.162056
58.09999954,54.237816
30.81999847,32.053513
0.0,-0.17394638
0.0,0.5740962
76.81999908,51.121468
101.4399997,69.897
39.56000008,52.80027
0.0,-0.031829834
0.0,-0.10492325
0.0,0.11722374
103.2999994,71.600365
78.20000038,40.840843
0.0,-0.03118372
38.74000046,30.838614
44.67999908,43.29329
64.03999928,70.83346
23.50000168,23.015245
24.44000122,24.167034
35.88000336,33.10089
45.49999924,40.219215
32.03999939,21.360653
8.78000427,10.860972
25.57999985,26.963005
0.0,-0.1092329
51.21999908,54.27398
22.58000061,19.18733
71.18000069,57.788475
4.74000092,16.58893
43.02,48.903885
51.40000023,71.26168
0.0,0.13441992
0.0,0.41029358
23.70000061,27.70381
73.36000023,62.88166
0.0,0.02168417
82.55999939,71.430824
60.16000092,45.471725
35.12000214,27.575895
0.0,0.103453636
2.88000092,2.259368
42.61999954,65.57227
0.0,0.09806824
0.0,0.002260685
0.0,40.102478
63.01999969,62.00363
45.45999985,33.479744
50.70000053,57.845757
0.0,0.19138098
0.0,-0.05130768
0.0,0.42320156
56.54000046,47.517075
43.4,32.026985
23.17999878,12.384595
0.0,-0.19362831
0.0,0.712255
0.0,0.13100433
0.0,0.12325001
0.0,0.50575733
0.0,-0.013119698
38.01999985,28.83924
0.0,-0.05457592
85.47999878,70.599304
45.32000137,46.94873
39.15999863,34.410477
64.86000137,60.77346
74.17999924,58.30007
63.80000031,45.643524
45.08000107,40.19925
0.0,0.15233517
75.24000053,70.156364
38.22000061,27.925863
42.38000031,32.914566
0.0,0.3115921
65.35999985,54.77394
0.0,0.03884077
103.2199994,71.728096
53.35999992,56.266136
23.60000458,21.650864
33.45999847,28.364925
19.32000275,17.811155
27.85999756,26.929432
3.34000092,22.632893
71.69999924,58.556282
72.18000023,61.648598
3.01999786,23.228363
22.27999817,27.517853
70.82000046,52.240356
2.37999878,7.5302296
76.62000046,65.40894
32.03999832,37.670715
8.29999863,12.810628
57.75999908,70.09719
35.90000092,26.58941
76.35999947,70.25211
50.41999924,43.068108
66.45999901,57.453773
53.82000008,59.76226
19.25999939,14.055075
0.0,-0.03755617
74.41999947,67.63051
72.25999901,71.998665
12.53999939,12.400063
28.97999878,24.61693
43.54000198,41.0756
0.0,-0.022140503
35.61999786,23.016195
0.0,0.07809305
0.0,0.3505211
25.26000153,33.278114
0.0,0.12030077
45.29999992,52.042267
0.0,0.570735
46.72000046,36.110004
27.25999756,23.27512
49.15999924,47.98633
0.0,-0.058546543
5.63999786,15.503431
31.25999908,33.23992
42.63999931,47.73449
0.0,0.43487215
31.53999939,29.998066
10.68000336,10.529377
84.66000092,57.826088
0.0,0.06336594
27.56000092,24.967245
0.0,-0.053545
0.0,0.42111492
41.45999985,39.777367
0.0,-0.016034126
9.4,8.202732
66.02000008,52.349167
0.0,0.12639475
0.0,0.1375246
61.86000137,49.49633
38.49999939,62.06346
73.88000023,58.905167
13.06000397,11.209341
54.00000038,60.104927
28.70000153,43.126648
41.2,32.56579
17.73999954,16.643688
22.85999908,20.465607
79.04000031,70.39463
67.55999863,46.067543
0.0,40.70587
64.77999947,67.3345
82.6999992,67.78222
85.13999958,71.330696
86.41999893,71.80024
29.02000031,58.352318
61.69999973,70.74678
0.0,0.21974277
0.0,0.14519787
28.04000031,57.87346
43.50000229,28.411589
44.07999878,42.395638
50.61999924,68.396286
58.89999924,52.617104
0.0,2.2996507
0.0,-0.049532413
82.15999878,45.510193
91.77999985,58.62285
17.02000153,12.945862
0.0,-0.0061454773
25.94000092,24.369566
66.3,60.654495
2.98000031,17.814209
32.83999817,30.364645
0.0,-0.031484604
33.12000069,58.101067
71.76000061,57.99868
0.0,0.81497383
17.01999847,16.208378
71.30000053,60.89868
49.75999954,57.762238
23.04000031,29.784975
22.17999969,28.583382
0.0,-0.014556408
69.17999985,64.76172
0.0,0.25201035
58.29999863,49.318962
92.21999969,70.76168
0.0,0.232831
22.81999954,32.60618
0.0,1.0590477
29.89999878,26.556591
43.34000122,41.60305
50.89999847,47.81852
73.09999962,60.957954
47.15999916,57.604805
24.24000092,21.769773
0.0,0.1858635
13.15999908,13.667608
0.0,0.44448853
33.78000153,29.896467
53.71999908,50.222626
1.82000305,4.320268
32.14000427,31.267859
83.15999977,72.80432
40.35999939,28.967974
23.75999786,22.531654
0.0,-0.05245781
0.0,0.1089406
22.82000031,28.248072
0.0,-0.010735035
71.37999889,70.12289
50.71999962,68.28192
52.75999908,51.687553
0.0,-0.05065489
0.0,0.24658012
0.0,0.5779958
58.65999962,71.09636
0.0,0.49905396
0.0,0.23234844
34.17999756,30.79378
47.14000092,46.77452
22.60000153,19.510838
0.0,0.117931366
0.0,0.052012444
11.20000198,10.031022
0.0,0.5324011
30.36000046,58.67057
51.76000137,39.53768
0.0,2.346322
0.0,0.007317543
94.29999912,83.573845
0.0,0.2527666
0.0,0.22431183
62.82000076,58.805565
0.0,-0.03040409
0.0,-0.16133308
7.23999863,36.687927
104.6799995,71.13735
69.15999908,59.128357
6.24000275,7.3182597
21.93999924,27.759916
76.44000015,28.546787
89.87999935,66.42581
26.08000107,23.212378
83.87999954,71.91601
0.0,-0.02041626
81.59999886,57.470512
45.65999832,53.514122
74.96000015,62.11976
37.23999863,59.439598
0.0,-0.0054397583
0.0,0.16194439
32.43999992,57.645912
73.47999893,65.350586
27.04000031,54.281326
0.0,0.23024225
30.64000244,25.324142
0.0,0.20491743
77.4800003,39.857445
0.0,0.37567997
41.70000153,30.449587
13.82000244,15.827684
78.5399995,71.502075
0.0,0.0925436
0.0,0.5496788
46.29999802,59.60415
63.49999847,56.284813
0.0,0.56029844
60.59999916,50.032448
4.15999908,4.568394
0.0,-0.035974503
59.11999962,49.65232
26.92000092,32.06138
36.75999908,35.311676
69.67999924,62.39791
0.0,-0.020995617
5.7,10.498184
40.72000198,32.358604
57.07999966,39.39022
51.04000198,46.047188
0.0,-0.049969196
0.0,-0.13056087
0.0,0.09457302
82.11999931,68.63994
0.0,0.42601585
0.0,0.17301083
0.0,0.10795689
26.14000015,29.077303
47.5399997,45.698524
68.26000061,52.416786
19.64000214,19.272087
0.0,-0.07752657
66.31999893,57.9412
0.0,-0.038617134
0.0,-0.02842617
0.0,-0.020600319
16.24000092,21.921043
0.0,0.59178543
22.18000198,22.180809
0.0,0.9653168
0.0,41.089188
49.76000015,68.47923
0.0,-0.35968304
0.0,0.34416914
47.24000053,64.69894
79.83999939,65.28605
0.0,-0.035340786
28.82000046,45.17083
0.0,0.12719154
38.27999908,57.822807
39.51999886,53.709145
0.0,-0.050890923
0.0,0.11128616
84.15999947,70.751015
26.47999908,23.966394
2.68000366,8.131584
29.76,13.970871
85.34000122,57.16797
0.0,-0.058340073
0.0,0.49982452
48.05999981,71.680595
76.91999931,56.19581
64.04000015,58.629074
0.0,6.943432
88.59999931,71.85563
23.69999969,27.384314
0.0,-0.09754181
0.0,41.329193
20.54000397,22.59531
0.0,-0.038605213
41.27999985,38.170586
2.45999786,3.5272021
10.84000336,15.380487
37.25999985,30.459364
33.07999878,30.00456
0.0,0.5648174
69.95999947,63.39775
20.43999939,45.246994
11.10000031,9.204969
18.02,19.397957
0.0,0.4191966
44.32000198,25.25176
24.16000092,21.323917
11.55999908,10.999217
32.39999847,52.60189
0.0,-0.048648834
0.0,-0.05470991
0.0,0.065285206
0.0,-0.036098957
33.96000214,29.968859
0.0,-0.05133438
46.65999977,57.191986
0.0,0.029740334
20.22000305,15.562466
0.0,0.5649905
49.28000061,46.00598
0.0,0.5885525
17.52000153,18.358776
51.91999947,0.15015316
17.80000244,22.41248
0.0,0.27467346
16.48000031,8.867231
0.0,0.05673504
24.02,22.538374
0.0,0.0640049
0.0,-0.023159027
21.22000153,29.96585
0.0,0.27735233
20.82000458,19.349253
0.0,-0.051706314
38.58000107,31.01952
38.42000122,30.736235
42.46000397,26.830725
0.0,-0.053129673
38.03999962,58.85005
0.0,-0.16542435
6.54000122,11.622923
0.60000153,2.9114459
64.85999863,58.52413
71.56000061,60.500275
0.0,-0.053808212
0.0,-0.016822338
62.65999939,54.8742
20.20000107,28.651077
0.0,0.09416866
0.18000305,-0.71628857
50.89999954,48.11094
0.0,0.5072918
0.0,0.2394886
56.05999939,40.204865
28.95999847,60.206383
45.77999954,41.174393
0.0,-0.04876423
45.47999989,66.76948
0.0,0.2455492
87.67999969,67.55714
92.59999954,71.85354
37.36000015,38.8721
76.64000046,57.5215
0.0,-0.050682545
19.19999878,18.872093
25.15999878,30.13727
48.60000031,50.31379
37.07999924,54.787636
35.17999908,44.732903
60.51999886,69.92311
62.16000137,59.7442
77.00000107,52.990074
5.46000061,6.380825
30.53999817,33.026
0.0,-0.050260067
59.17999928,70.718216
18.98000275,23.48517
25.01999969,10.602201
14.49999878,17.49167
71.54000046,69.58136
0.0,0.095396996
12.47999725,13.612266
1.17999969,-0.12433624
30.04000031,29.483591
6.32000427,17.913885
57.98000137,49.607803
0.0,-0.016253471
21.71999695,21.375755
48.33999901,56.294846
73.04000053,64.30391
62.14000015,56.92752
81.62,51.011086
30.24000092,22.037857
0.0,0.43305874
53.90000076,51.189987
0.0,0.36228848
27.31999908,28.802671
15.15999756,13.4992075
0.0,-0.09501028
33.20000153,29.367254
20.34000076,23.84564
0.0,0.27196884
0.0,0.3508377
30.95999832,23.627357
41.56000076,29.320295
6.53999817,6.136385
0.0,0.510293
10.23999969,9.423199
35.53999878,47.32538
52.59999954,45.100456
21.10000107,19.782042
49.14000122,45.40383
0.0,-0.04943323
0.0,-0.049725533
0.0,0.37366104
0.0,0.57128954
48.06000015,51.2834
0.0,2.6159067
0.0,0.23950434
52.00000031,40.79181
0.0,-0.0076961517
0.0,0.36408138
64.37999802,53.10279
77.9800003,39.510246
50.15999908,37.398514
0.0,0.30653572
40.21999962,52.134544
63.53999973,68.77814
0.0,-0.11472607
37.79999802,52.661087
40.37999977,54.648605
15.51999847,36.517105
51.32000038,55.91703
16.18000336,16.429192
28.00000275,32.67318
0.0,0.6033969
55.55999832,42.751633
2.22000183,0.20942497
0.0,-0.15947771
79.55999901,71.81532
18.42000137,25.497843
46.21999969,34.627876
40.81999954,49.653534
0.0,0.10754776
28.66000092,28.270754
66.46000053,59.229614
58.43999931,47.556946
0.0,0.27896404
14.62000427,14.568062
0.0,0.116116524
0.0,-0.033546925
13.99999878,15.4691105
46.49999893,29.271627
44.14000092,45.235367
0.0,0.44458342
6.33999786,7.1987953
78.53999863,39.664726
0.0,0.07679701
84.7,71.70574
67.43999939,54.534172
0.0,0.07999945
0.0,0.003868103
53.79999878,48.56141
16.89999893,15.968934
62.51999893,59.39305
24.53999969,23.929125
83.2,71.838646
51.54000198,45.38182
1.9,9.876801
20.94000183,26.519442
24.82000244,29.611723
32.63999893,30.813162
57.42000092,53.735596
83.12000008,69.7048
26.85999908,25.561329
36.13999924,45.218002
30.33999817,27.099218
0.0,0.2106514
52.40000031,55.442795
53.09999878,39.206093
15.55999939,11.233973
51.49999725,32.414803
62.88,53.382057
0.0,0.21174383
21.82000153,21.63077
58.59999924,70.087906
0.0,-0.035451412
30.50000168,18.991436
0.0,-0.05198431
0.0,-0.05370617
15.92,37.796837
82.17999897,70.71461
94.19999969,74.47153
0.0,0.09200764
15.31999817,23.983765
45.66000214,29.79109
52.14000015,52.949364
92.27999889,71.39108
60.59999886,65.95611
17.93999786,15.463346
52.52000023,45.69938
36.34000092,55.634216
23.96000244,22.334745
0.0,0.17211056
81.73999916,61.498848
16.80000107,36.356953
0.13999969,-0.6800556
2.00000122,6.4148006
2.24000488,15.648679
43.35999931,63.6966
0.0,0.1678667
0.0,2.2744627
61.23999893,59.94133
8.73999939,9.222701
57.23999908,71.921684
5.67999908,2.7633286
0.0,2.9904861
7.95999939,10.908382
67.57999969,71.19462
90.55999935,71.03527
0.0,-0.13005733
9.70000031,11.592527
0.0,0.14343262
36.57999725,30.920431
0.0,-0.0376997
58.39999878,56.03858
49.01999985,48.09082
0.0,-0.010333538
0.0,0.38263893
37.53999939,40.588737
37.28000031,30.82002
23.49999939,34.69854
58.91999893,71.13306
52.50000153,53.664337
58.82000122,49.897743
46.05999977,50.99746
62.66000023,69.85229
90.83999939,78.90955
2.29999863,2.099938
10.54000168,13.348114
101.0799991,69.848305
23.40000183,21.42463
47.98000015,70.78712
50.23999901,60.76319
26.02000031,32.104507
