Time,Plasmact,H-alpha,Mirnov,DeltaR,SXR
91.69999695,4.239564097,0.00488,0.087839998,144.8196148,0.036600001
91.72000122,4.239783254,-0.02196,0.087839998,144.7685808,0.043919999
91.73999786,4.240002327,-0.00732,0.092711627,144.7175662,0.036602793
91.76000214,4.240221484,-0.00976,0.070763719,144.6665322,0.043917207
91.77999878,4.240440557,-0.00732,0.080519997,144.6155177,0.036600001
91.79999542,4.24065963,0,0.087839068,144.5645031,0.039039069
91.81999969,4.240878787,-0.00732,0.085397208,151.3037582,0.036600001
91.83999634,4.24109786,0.00732,0.078079998,158.0430327,0.036600001
91.86000061,4.241317017,0,0.082959995,164.7848785,0.034159999
91.87999725,4.24153609,-0.00732,0.08539907,171.524153,0.039039999
91.90000153,4.241755247,-0.00244,0.082955342,178.2659988,0.039039999
91.91999817,4.24197432,-0.00976,0.070759997,185.0052734,0.039039999
91.93999481,4.242193394,-0.00732,0.051247442,191.7445479,0.036600001
91.95999908,4.24241255,0,0.070759997,198.4863937,0.036600932
91.97999573,4.242631624,0,0.070759997,205.2256682,0.039039999
92,4.24285078,-0.00244,0.080519997,211.967514,0.034159999
92.01999664,4.243069854,-0.00488,0.08052558,204.7588455,0.039039069
92.04000092,4.243289011,-0.00488,0.095154417,197.5474266,0.036600001
92.05999756,4.243508084,-0.00976,0.080519997,190.3387581,0.036600001
92.08000183,4.243727241,-0.0122,0.092720002,183.1273392,0.034159999
92.09999847,4.243946314,-0.0122,0.090278135,175.9186707,0.039039999
92.11999512,4.244165387,0,0.0854,168.7100021,0.039039999
92.13999939,4.244384544,-0.00244,0.082959995,161.4985832,0.039039999
92.15999603,4.244603617,0.00732,0.08050883,154.2899147,0.026839999
92.18000031,4.244822774,-0.029279999,0.051242789,147.0784958,0.026842791
92.19999695,4.245041847,0.00732,0.058559999,139.8698273,0.034159999
92.22000122,4.245695834,-0.029279999,0.053679999,139.9283735,0.031719998
92.23999786,4.246349571,0.00976,0.078079998,139.9868974,0.036600932
92.26000214,4.247003557,0.00732,0.078077207,140.0454436,0.039038138
92.27999878,4.247657295,-0.00976,0.070759997,140.1039675,0.034159999
92.29999542,4.248311032,-0.01952,0.080516274,140.1624914,0.036600001
92.31999969,4.248965018,-0.029279999,0.070763719,140.2210376,0.036600001
92.33999634,4.249618755,-0.026839999,0.080519997,140.2795615,0.036600001
92.36000061,4.250272742,-0.00976,0.078079998,140.3381077,0.039039999
92.37999725,4.250926479,0.0122,0.078083721,140.3966316,0.036600001
92.40000153,4.251580466,-0.00732,0.087836276,140.4551779,0.036600001
92.41999817,4.251799705,-0.00244,0.078079998,140.2281471,0.036600001
92.43999481,4.252018778,-0.00488,0.09026976,140.0010074,0.036600932
92.45999908,4.252237935,0.00244,0.063442787,139.7737811,0.039039069
92.47999573,4.252457008,-0.0122,0.070759997,139.5466413,0.036600001
92.5,4.252676165,-0.01952,0.063439995,139.319415,0.041479997
92.51999664,4.252895238,0.00976,0.053691166,139.0922753,0.039039069
92.54000092,4.253114395,-0.00488,0.082954411,138.8650489,0.036600001
92.55999756,4.253333468,-0.00244,0.068319999,138.6379092,0.036600001
92.58000183,4.253552625,-0.00244,0.065880001,138.4106828,0.039039999
92.59999847,4.253771698,-0.00976,0.075636278,138.1835431,0.036600001
92.61999512,4.253990772,-0.00244,0.065880001,136.1181759,0.036600001
92.63999939,4.254209928,0,0.087839998,134.0513188,0.036600001
92.65999603,4.254429002,0.00488,0.075643723,131.98525,0.036601862
92.68000031,4.254648158,0.01708,0.085400931,129.9183929,0.041479067
92.69999695,4.254867232,0.01464,0.087839998,127.8523241,0.039039999
92.72000122,4.255086389,0.01952,0.0854,125.785467,0.039039999
92.73999786,4.255305462,0.01464,0.09271721,123.7193982,0.036600932
92.76000214,4.255524619,0.00488,0.085402792,121.6525411,0.039039069
92.77999878,4.255743692,-0.00488,0.092720002,119.5864723,0.036600001
92.79999542,4.255962765,-0.0122,0.07563907,117.5204034,0.036600001
92.81999969,4.256181922,-0.01952,0.073201863,117.134256,0.036600932
92.83999634,4.256400995,-0.01708,0.078079998,116.7488969,0.039039999
92.86000061,4.256620152,-0.01952,0.078079998,116.3633908,0.036600001
92.87999725,4.256839225,-0.01952,0.078079068,115.9780316,0.039039999
92.90000153,4.257058382,-0.00976,0.075637209,115.5925255,0.039039069
92.91999817,4.257277455,0.00732,0.068319999,115.2071664,0.036600001
92.93999481,4.257496529,-0.01952,0.073197211,114.8218072,0.039039069
92.95999908,4.257715685,0.01952,0.065882792,114.4363011,0.036600001
92.97999573,4.257934759,-0.02196,0.073200002,114.0509419,0.036600001
93,4.258153915,0.0122,0.070759997,113.6654358,0.039039999
93.01999664,4.258807702,0.00244,0.075635347,112.0540583,0.03904093
93.04000092,4.259461739,-0.01952,0.063446509,110.4420661,0.041478136
93.05999756,4.260115526,-0.026839999,0.080519997,108.8306886,0.036600001
93.08000183,4.260769562,-0.02196,0.068319999,107.2186963,0.036600001
93.09999847,4.261423349,-0.01708,0.063445579,105.6073189,0.036600001
93.11999512,4.262077136,-0.00732,0.078079998,103.9959414,0.036600001
93.13999939,4.262731173,0.00488,0.07564,102.3839492,0.036600001
93.15999603,4.26338496,-0.01708,0.080519997,100.7725717,0.036600001
93.18000031,4.264038996,0,0.080519997,99.16057943,0.036600001
93.19999695,4.264692783,0.00488,0.080519997,97.54920197,0.036600001
93.22000122,4.265346818,-0.01464,0.102479994,97.12194791,0.036600001
93.23999786,4.266000602,-0.00976,0.087837207,96.69485681,0.031725581
93.26000214,4.266654637,-0.00732,0.08052558,96.26760276,0.046354417
93.27999878,4.267308421,-0.00244,0.09516,95.84051165,0.031719998
